Path,Plant,Size (MW),Bid_ID,CRR_ID,OriginalCRR_ID,AccountHolder,HedgeType,Portfolio,BidType,CRRType,Source,Sink,StartDate,EndDate,TimeOfUse,Bid24Hour,MW,BidMW,ACI99,ACP,CreditConsumed,ShadowPricePerMWH,BidPricePerMWH
TXCTY_ST+HB_HOUSTON,Texas City,131.5,82991928,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,28.2,,,,0.307487,0.015000000000000001
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,82991926,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,21.4,,,,0.307487,0.015
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,82991923,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,21.4,,,,0.307487,0.015000000000000001
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,82991922,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,21.4,,,,0.307487,0.015000000000000001
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,82991920,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.09363049999999999,0.054000000000000006
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,82991917,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.09363049999999999,0.054000000000000006
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,82991914,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.09363049999999999,0.054000000000000006
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,82991981,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,12.6,,,,0.5877614999999999,0.3329166666666667
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,82991972,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,12.6,,,,0.5877614999999999,0.3329166666666667
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,82991965,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,12.6,,,,0.5877614999999999,0.3329166666666667
FREC_2_CCU+HB_NORTH,Freestone2,491,82992006,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,01/01/2019,01/31/2019,PeakWE,No,0.0,16.4,,,,1.300822714285715,0.39428571428571435
FREC_1_CCU+HB_NORTH,Freestone1,491,82991985,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,01/01/2019,01/31/2019,PeakWE,No,0.0,16.4,,,,1.6570748333333332,0.3942857142857142
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,82991953,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,9.2,,,,0.6292182916666667,0.33291666666666664
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,82991945,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,18.4,,,,0.6292182916666667,0.3329166666666667
DDPEC_ST1+HB_HOUSTON,Deer Park,290,82991910,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,14.3,,,,0.1279852,0.1006666666666667
DDPEC_GT4+HB_HOUSTON,Deer Park,202,82991891,83246987.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,10.7,10.7,,,,0.1279852,0.1006666666666667
DDPEC_GT3+HB_HOUSTON,Deer Park,190,82991887,83246983.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,4.9,10.7,,,,0.1279852,0.1006666666666667
DDPEC_GT2+HB_HOUSTON,Deer Park,202,82991877,83246973.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,10.7,10.7,,,,0.1279852,0.1006666666666667
DDPEC_GT1+HB_HOUSTON,Deer Park,190,82991871,83246967.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,10.7,10.7,,,,0.1279852,0.1006666666666667
CHE_LYD2+HB_HOUSTON,Channel138,182.7,82991865,83246961.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,28.5,28.5,,,,0.0415285,0.04
CHE_LYD+HB_HOUSTON,Channel138,146.5,82991863,83246959.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,8.8,23.2,,,,0.0415285,0.04
CHEDPW_GT2+HB_HOUSTON,Channel345,406,82991867,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,35.9,,,,0.106953,0.04
CCEC_ST1+HB_SOUTH,Corpus Christi,196,82991942,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,15.0,,,,0.5962654615384614,0.19384615384615383
CCEC_GT2+HB_SOUTH,Corpus Christi,207,82991936,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,13.5,,,,0.5962654615384614,0.1938461538461538
CCEC_GT1+HB_SOUTH,Corpus Christi,207,82991929,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,13.5,,,,0.5962654615384614,0.1938461538461538
CAL_PUN2+HB_HOUSTON,Pasadena1,70,82991858,83246954.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,7.6,17.8,,,,0.06920279999999998,0.054000000000000006
CAL_PUN1+HB_HOUSTON,Pasadena1,180,82991856,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,9.8,,,,0.06920279999999998,0.054000000000000006
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,82991852,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,7.5,,,,0.5716518611111111,0.4233333333333333
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,82991832,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,5.4,,,,0.5485081290322579,0.39483870967741935
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,82991817,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,5.4,,,,0.5485081290322579,0.39483870967741935
BTE_BTE_G4+HB_HOUSTON,Baytown,250,82991814,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BTE_BTE_G4,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.10057800000000001,0.10700000000000001
BTE_BTE_G3+HB_HOUSTON,Baytown,202,82991810,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BTE_BTE_G3,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.10057800000000001,0.10700000000000001
BTE_BTE_G2+HB_HOUSTON,Baytown,202,82991808,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BTE_BTE_G2,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,25.0,,,,0.10057800000000001,0.10700000000000001
BTE_BTE_G1+HB_HOUSTON,Baytown,202,82991806,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BTE_BTE_G1,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,0.0,30.0,,,,0.10057800000000001,0.10700000000000001
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,82992024,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,01/01/2019,01/31/2019,PeakWE,No,0.0,12.0,,,,1.0165641071428564,0.4817857142857143
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,82992034,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,29.4,,,,0.5490448108108107,0.28864864864864864
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,82992013,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,01/01/2019,01/31/2019,PeakWE,No,0.0,17.1,,,,1.0165641071428564,0.4817857142857142
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,82992017,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,01/01/2019,01/31/2019,PeakWE,No,0.0,14.6,,,,1.0578612142857142,0.4817857142857143
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,83012042,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,01/01/2019,01/31/2019,PeakWE,No,0.0,29.4,,,,0.5490448108108107,0.28864864864864864
DDPEC_GT6+HB_HOUSTON,Deer Park,174,82991902,83246998.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_01_Hedging_V6,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,01/01/2019,01/31/2019,PeakWE,No,4.9,10.7,,,,0.1279852,0.1006666666666667
TXCTY_ST+HB_HOUSTON,Texas City,131.5,84114856,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,28.2,,,,0.26818050000000004,0.015000000000000001
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,84114854,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,21.4,,,,0.2681805,0.015
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,84103656,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,21.4,,,,0.26818050000000004,0.015
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,84103654,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,21.4,,,,0.26818050000000004,0.015000000000000001
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,84103649,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,15.0,,,,0.14570683333333334,0.06833333333333334
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,84114843,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,15.0,,,,0.1457068333333333,0.06833333333333333
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,84103641,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,15.0,,,,0.14570683333333337,0.06833333333333332
DDPEC_ST1+HB_HOUSTON,Deer Park,290,84103788,84365746.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,02/01/2019,02/28/2019,Off-peak,No,33.3,33.3,,,,0.09425115384615383,0.07999999999999999
DDPEC_GT4+HB_HOUSTON,Deer Park,202,84103783,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,02/01/2019,02/28/2019,Off-peak,No,0.0,25.0,,,,0.09425115384615385,0.07999999999999999
DDPEC_GT3+HB_HOUSTON,Deer Park,190,84114816,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,15.0,,,,0.09425115384615385,0.08
DDPEC_GT2+HB_HOUSTON,Deer Park,202,84103778,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,02/01/2019,02/28/2019,Off-peak,No,0.0,25.0,,,,0.09425115384615385,0.08
DDPEC_GT1+HB_HOUSTON,Deer Park,190,84114807,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,15.0,,,,0.09425115384615385,0.08
CHE_LYD2+HB_HOUSTON,Channel138,182.7,84103602,84365560.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,28.5,28.5,,,,0.0424275,0.04
CHE_LYD+HB_HOUSTON,Channel138,146.5,84103601,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,23.2,,,,0.0424275,0.04
CHEDPW_GT2+HB_HOUSTON,Channel345,406,84114802,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,35.9,,,,0.09827000000000001,0.04
CAL_PUN2+HB_HOUSTON,Pasadena1,70,84103772,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,02/01/2019,02/28/2019,Off-peak,No,0.0,26.7,,,,0.04733199999999999,0.0325
CAL_PUN1+HB_HOUSTON,Pasadena1,180,84103593,84365551.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,9.8,9.8,,,,0.04733199999999999,0.0325
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,84114769,84365882.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,4.9,4.9,,,,0.3877860833333335,0.31222222222222223
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,84114766,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,4.7,,,,0.3725970645161291,0.29806451612903223
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,84114745,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,4.7,,,,0.3725970645161291,0.29806451612903223
BTE_BTE_G4+HB_HOUSTON,Baytown,250,84114735,84365848.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BTE_BTE_G4,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,2.7,15.0,,,,0.089442625,0.07500000000000001
BTE_BTE_G3+HB_HOUSTON,Baytown,202,84114729,84365842.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BTE_BTE_G3,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,2.7,15.0,,,,0.089442625,0.075
BTE_BTE_G2+HB_HOUSTON,Baytown,202,84114724,84365837.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BTE_BTE_G2,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,2.7,15.0,,,,0.089442625,0.07500000000000001
BTE_BTE_G1+HB_HOUSTON,Baytown,202,84103542,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BTE_BTE_G1,HB_HOUSTON,02/01/2019,02/28/2019,PeakWE,No,0.0,30.0,,,,0.089442625,0.07500000000000001
DDPEC_GT6+HB_HOUSTON,Deer Park,174,84114824,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,02/01/2019,02/28/2019,PeakWD,No,0.0,15.0,,,,0.09425115384615383,0.08
FREC_2_CCU+HB_NORTH,Freestone2,491,84114950,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,02/01/2019,02/28/2019,PeakWD,No,0.0,5.0,,,,1.0218322499999997,0.28874999999999995
FREC_1_CCU+HB_NORTH,Freestone1,491,84114942,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,02/01/2019,02/28/2019,PeakWD,No,0.0,5.0,,,,0.9661855312499997,0.28875000000000006
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,84114997,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,02/01/2019,02/28/2019,PeakWD,No,0.0,7.6,,,,1.3336024545454541,0.32272727272727275
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,84103721,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,02/01/2019,02/28/2019,PeakWE,No,0.0,20.0,,,,1.3336024545454541,0.3227272727272728
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,84114984,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,02/01/2019,02/28/2019,PeakWD,No,0.0,9.3,,,,1.3030584999999997,0.32272727272727275
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,84114919,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,02/01/2019,02/28/2019,PeakWD,No,0.0,9.2,,,,0.5628935454545455,0.315909090909091
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,84103694,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,02/01/2019,02/28/2019,PeakWE,No,0.0,16.8,,,,0.5628935454545455,0.315909090909091
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,84103818,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,02/01/2019,02/28/2019,Off-peak,No,0.0,20.2,,,,0.5628935454545455,0.31590909090909086
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,84103682,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,02/01/2019,02/28/2019,PeakWE,No,0.0,12.3,,,,0.6358176363636364,0.315909090909091
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,84103806,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,02/01/2019,02/28/2019,Off-peak,No,0.0,29.4,,,,0.6358176363636363,0.315909090909091
CCEC_ST1+HB_SOUTH,Corpus Christi,196,84114867,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,02/01/2019,02/28/2019,PeakWD,No,0.0,15.0,,,,0.40376038461538466,0.1630769230769231
CCEC_GT2+HB_SOUTH,Corpus Christi,207,84114866,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,02/01/2019,02/28/2019,PeakWD,No,0.0,13.5,,,,0.4037603846153846,0.1630769230769231
CCEC_GT1+HB_SOUTH,Corpus Christi,207,84103663,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,02/01/2019,02/28/2019,PeakWE,No,0.0,13.5,,,,0.4037603846153846,0.1630769230769231
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,84115006,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,02/01/2019,02/28/2019,PeakWD,No,0.0,9.8,,,,0.3475350975609755,0.2936585365853659
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,84103758,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_02,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,02/01/2019,02/28/2019,PeakWE,No,0.0,18.7,,,,0.3475350975609755,0.2936585365853659
DDPEC_GT6+HB_HOUSTON,Deer Park,174,85093411,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,03/01/2019,03/31/2019,PeakWE,No,0.0,15.0,,,,0.11821363636363635,0.06545454545454545
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,85089689,85395422.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,03/01/2019,03/31/2019,Off-peak,No,18.7,18.7,,,,0.47369872340425534,0.3148936170212766
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,85093293,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,03/01/2019,03/31/2019,PeakWD,No,0.0,9.8,,,,0.473698723404255,0.3148936170212766
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,85093269,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,03/01/2019,03/31/2019,PeakWD,No,0.0,6.4,,,,0.8756337333333335,0.484
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,85089659,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,03/01/2019,03/31/2019,Off-peak,No,0.0,20.0,,,,0.8270180000000003,0.484
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,85089674,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,03/01/2019,03/31/2019,Off-peak,No,0.0,14.0,,,,0.8270180000000003,0.48400000000000004
BTE_BTE_G1+HB_HOUSTON,Baytown,202,85093337,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BTE_BTE_G1,HB_HOUSTON,03/01/2019,03/31/2019,PeakWE,No,0.0,30.0,,,,0.138989875,0.075
BTE_BTE_G2+HB_HOUSTON,Baytown,202,85093027,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BTE_BTE_G2,HB_HOUSTON,03/01/2019,03/31/2019,PeakWD,No,0.0,15.0,,,,0.138989875,0.07500000000000001
BTE_BTE_G3+HB_HOUSTON,Baytown,202,85093032,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BTE_BTE_G3,HB_HOUSTON,03/01/2019,03/31/2019,PeakWD,No,0.0,15.0,,,,0.138989875,0.07500000000000001
BTE_BTE_G4+HB_HOUSTON,Baytown,250,85093346,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BTE_BTE_G4,HB_HOUSTON,03/01/2019,03/31/2019,PeakWE,No,0.0,25.0,,,,0.138989875,0.075
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,85093353,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,03/01/2019,03/31/2019,PeakWE,No,0.0,7.8,,,,0.41651913043478256,0.16347826086956524
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,85093056,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_03,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,03/01/2019,03/31/2019,PeakWD,No,0.0,6.4,,,,0.4165191304347826,0.16347826086956524
